ItemID,Sentiment,SentimentSource,SentimentText
845201,0,Sentiment140,I am so depressed. I worked so hard this weekend &amp; got really sick last night &amp; didn't go to school. &amp; I needed to go. I feel so bad. 
845750,1,Sentiment140,i love how the penguins aren't a trending topic. i guess people do realize they suck. GO WINGS!! 
846337,1,Sentiment140,I love my texttone. Damned if i do ya. 
846613,0,Sentiment140,I am studying into the wee hours of the night for 2 exams today 
846839,1,Sentiment140,"I love that my husband will still indulge my chic flicks after nearly 16 years!  And yes, @jasongordon - the next movie's all yours! "
847113,0,Sentiment140,I miss going dancing.  I need to go back to Cusco! Oh how I miss those nights!
847608,0,Sentiment140,I am w8ing for exam from marh 
847764,0,Sentiment140,I miss my friends from us !!! i miss ohio too 
848142,0,Sentiment140,I miss SATCO!!  I crave it like every single day 
848683,0,Sentiment140,I missed Conan O'Brien 
848991,0,Sentiment140,@Infamousp stfu!!!! Man i'm at work 
849008,0,Sentiment140,@infinitecrimson Gotta get into that ain't even kno he had new one out slackin on my musiq 
849811,0,Sentiment140,i miss carlo  i keep thinking i hear his feet scraping along my deck. rip big guy
850003,0,Sentiment140,I miss my 8703 
850020,0,Sentiment140,I miss my baby cat 
850140,1,Sentiment140,@irishgirl75 hahaha...do'nt you think though?? LOL! put a pic next to joey - you'll see what i mean 
850947,1,Sentiment140,"I can't believe I'm up again... Having breakfast now. Slept too little, too late. Oh well, at least the sun is shining! "
851309,0,Sentiment140,I need more friends in toronto 
851791,0,Sentiment140,"I need to go into work early on Monday, so that means early to bed tonight and tomorrow. The problem with that? I know I'll be up till 4 "
852184,0,Sentiment140,I NEED TO STOP TWEETING DURING THE AWARDS! CMT AWARDS 09. no i wasn't on the red carpet  sadly  NOT FAIR!
852199,0,Sentiment140,I need to vom or work out for 18 hours to make up for this wknd 
853006,0,Sentiment140,i murdered my computer. I'm not sure how i will survive now 
853110,0,Sentiment140,I must have woke up on the wrong side of the bed... hopefully today gets better 
853247,1,Sentiment140,I need a name for my puppy..any ideas? She's a girl  http://twitgoo.com/7bcx
853324,0,Sentiment140,"I can't stay happy. Also, I get angry frustrated too easily&amp;apologize too often. Sorry. "
853392,0,Sentiment140,"I need either a new phone with all the cool crap on it, or a good digital camera.... "
853480,0,Sentiment140,I can't view tinyurl links at work... connection interrupted 
854497,0,Sentiment140,@itsmsolivia  no bueno. when does baby come out?
854854,0,Sentiment140,@iyazialcita our doodles! and the palanca we gave everyone. 
854913,0,Sentiment140,@IzzyLightning No fair! I want to tease him. 
854983,1,Sentiment140,@j0anna_rae   lol... it is a great series. I like the 3rd book the best! 
855060,0,Sentiment140,"@jaasiel I thought about it, but I don't feel like getting dressed "
855157,0,Sentiment140,@jackalltimelow come back to the venue yeah? (A) 
855561,0,Sentiment140,I REALLY LIKED SUSHI. I am a very guilt-ridden vegetarian at the moment 
855653,0,Sentiment140,i really need to get in shape 
855967,0,Sentiment140,I need to smoke 
856002,0,Sentiment140,I need to update my stupid outdated iPhone! 
856046,0,Sentiment140,i neeeeeed to start doin some workkkk 
856287,0,Sentiment140,I didn't get any dessert 
856299,0,Sentiment140,I didn't get the job. Somehow I am not surprised. I don't know who I was trying to fool. 
856431,1,Sentiment140,@JaclynMichele we should start a club! 
856566,0,Sentiment140,I do believe that my fingers are far too skinny to be able to play my ukulele.  *sniffle*  I guess that's what I get for being a pianist. 
856930,0,Sentiment140,@JadedKitty so I guess u don't wana have my babies?  !
857405,0,Sentiment140,I pulled a muscle at work walking in heels. That would happen to me....all cuz I wanted to look cute hah 
857591,1,Sentiment140,"i really want to see 17 Again! lol. unbelievable, I never thought I'd want too, lol. probably going to sleep now, so text in the morning! "
857608,0,Sentiment140,i reallly realllly reallly want to read tricks by ellen hopkins. but i dont have any moneyy  i want that boook. bummer.
857867,0,Sentiment140,i really dont want to leave him 
857975,0,Sentiment140,I really hate looking for another place to move to 
858142,0,Sentiment140,I don't like Conan being in LA. I've always wanted to bump into him on the street 
858451,0,Sentiment140,I really really hate being late. 
858775,0,Sentiment140,I say my swim meet should be cancelled. But it's not.  damn.
858822,0,Sentiment140,i screwed up my blog codes 
859054,0,Sentiment140,i seriously need to let all my thoughts out but there's nobody i want to talk to on msn 
859188,0,Sentiment140,I should be looking into @markhoppus eyes right about now 
859210,0,Sentiment140,i should get every friday off just bc i say so. lol. blah miss my adam 
859228,0,Sentiment140,"I should have been sleeping an hour ago!! 1:40 A.M, ::sigh::  Still pulling together some loose ends for my 29th Birthday Celebrations."
859245,0,Sentiment140,I don't wanna grow old and alone  haaa. watching The Holiday.
859305,0,Sentiment140,I should never ever smile while food is in my mouth. 
861580,0,Sentiment140,I saw Tom Hollander's Cutler Beckett costume on display in Disney! I can't believe I missed his last two movies 
861759,0,Sentiment140,I should be happy that I have a 3-day weekend but all I want to do is call in sick today so I can have 4 days off.  Oh well... 
862116,0,Sentiment140,@janeybelle15 oh I'm very rarely sick! Can't remember getting home though 
862362,1,Sentiment140,@jaredleto thank you for SHaring  the PICS 
862412,0,Sentiment140,@jarred0627 does that mean we're over? 
862620,0,Sentiment140,I feel sad just thinking I must wake up at 6am tomorrow 
862993,0,Sentiment140,i sooo wish i woulda bought my camera to the roots concert  i woulda had DOPEEE shots!  damnit man!!
863267,0,Sentiment140,"i still cant get over how dissapointed i was at the end of breacking dawn, it ruined twilight 4 me "
863269,0,Sentiment140,I still can't get over the Air France... it sure is very tragic..  I'll keep on praying that there may be survivors found...
863547,0,Sentiment140,I sure hope there is a good major change coming my way. 
864190,1,Sentiment140,i think my patient button needs to be rebooted.  Or I need to whip/spank someone.  
864418,1,Sentiment140,I think I have stones again. I'm in extreme pain. Oh btw @soridicuLES I loved how you signed my yearbook it was real sweet. Love yaa! 
864468,1,Sentiment140,I think I like oatmeal 
864488,0,Sentiment140,I think i may have a tumor 
865167,1,Sentiment140,I got amazing birthday presents. Today was enjoyable I love my friends. WATCHING TITANIC! 
865197,0,Sentiment140,"i got completely soaked today, planned to buy some cards for my dad and had to go back home - what a weather "
866011,0,Sentiment140,@JasonPMcRussell c'mon I'll clean your room if you pay me! 
866164,0,Sentiment140,@Jax_Weather  Guess no rain tonite! 
866547,1,Sentiment140,@jayslice yeah....there's so many things I want from there....like this 80 dollar hat &lt;/3 they have some mad sales when they do though 
867298,0,Sentiment140,I had a dream that my boyfriend dumped me for my friend 
867299,0,Sentiment140,I had a dream that my hair was past shoulder length again 
867533,0,Sentiment140,i think we have classes tomorrow.. 
868117,0,Sentiment140,I had no breakfast this morning... I already regret that  (its 9 am now)
868552,0,Sentiment140,I took AirFrance 4 times this past semester... 2ce in the past month... scary.. 
868597,0,Sentiment140,"I want 3.0 NOW,  anyone had any luck yet"
869192,0,Sentiment140,I wanna blog right now so badly but my computer is currently in some weird state  shamblessss
869290,0,Sentiment140,I wanna go back to denver 
869588,0,Sentiment140,I wanna go to..  huhu @mdlcrz @anyaong i can't go alone but i want too 
869606,0,Sentiment140,I want my husband. 
870373,0,Sentiment140,I want  http://bit.ly/r9Zyy Of course my feet can't handle such sexiness. Ever since bootcamp my feet haven't been the same. sigh 
870464,0,Sentiment140,"I WANT TO CREATE @ohnoes , THE PAGE SAYS IT DOESN'T EXIST BUT TWITTER SAYS IT'S TAKEN WTC "
870532,0,Sentiment140,I want a hair cut but my mom wont cut it 
870908,0,Sentiment140,I hate summer school  who needs to graduate? Not me!
871289,0,Sentiment140,i want to watch mtv awards  lol where can i find all the coverage?
871306,0,Sentiment140,I want to watch up 
871560,1,Sentiment140,@jeanneeee Did you call me Pretty Clematis? I think I like it. Good morning. 
871769,1,Sentiment140,"@jeffmello um, hello...thats why the twitter proposal, remember?  hehehe "
871819,1,Sentiment140,"@jeffschoonover There is nothing I would love more than to make an epic road trip out to peoria. Let me know when youre free, buddy. "
871876,0,Sentiment140,"@JEL1715 oh gosh no!  he arrived in LA, i live in chicago!  that's like 2 hours away   but i'm glad we're finally in the same country!!"
871959,1,Sentiment140,@jemimah_knight I get really tired of people who label your not sharing their speciality as ignorance. You're not ignorant. Fear not 
872205,1,Sentiment140,@jenluit thanks! i really appreciate the feedback. i'll be submitting at least 2 a week so keep checking back for more if you like. 
872640,0,Sentiment140,I was in the Village on Sunday... missed Obama by a day. 
873054,0,Sentiment140,"I will say, with the NBa season in its final stretch, its almost like the last day of camp approaching...     "
873122,0,Sentiment140,I wish Eugene had been on at 8...I need to take a shower now. 
873562,0,Sentiment140,I wish i was the fake president 
873819,0,Sentiment140,i wish there was a better Adventureland video out there. 
874129,0,Sentiment140,I want Lily Allen to come to Adelaide 
874219,0,Sentiment140,I hate when friends pik the movie... Horrible... I wanted to c drag me to hell... 
875824,1,Sentiment140,"Idc what anyone says, she's amazing and she's all mine.  Careless Whisper, covered by Seether STILL kicks ass. "
875825,1,Sentiment140,Idc who sees all my tweets  Theyre all special!
875859,1,Sentiment140,I want to manufacture the Z's... zzzzzz.... 
875863,1,Sentiment140,i want to meet a celebrity this year. can anyone help?? (just wanted to write something 'cause i didnt like the last number 
875972,0,Sentiment140,I want to see the MTV music awards right now ! but unfortunately I must wait 'till thursday 
876072,0,Sentiment140,"idk why, but i feel sooo sad "
876564,0,Sentiment140,If I wear this dress today I definitely can't wear my rain boots  what to do?
876744,1,Sentiment140,I have decided that the new show Mental on fox is AMAZING. Check it out guys 
877089,1,Sentiment140,"If you look at the tweets for trending topic 'New Moon', you'll notice only female tweeple are tweeting that... "
877153,1,Sentiment140,"if you're following me, please watch this short I directed   http://tinyurl.com/c9c5a7"
877264,0,Sentiment140,iis gettin readyy to hop in the showerr..then prollly goin to bed. work tomorrow 8-5. 
877679,1,Sentiment140,@JeremyJacobs oops! You can now 
877784,1,Sentiment140,@JerryR - we will know in 2.5 hrs   or earlier if the Superman does his thing in the first half
878112,1,Sentiment140,@JessicaLemon so that it would match my YouTube name 
878455,1,Sentiment140,@jessstroup - totally agree with the Rob Pattinson is a cutie. Wouldn't mind having him anyday haha 
878700,1,Sentiment140,I'm a celeb get me outta here!! Omg amazing show!! Thank you spencer for making my day!!  haha
879087,1,Sentiment140,Im at my moms having a chilled out Sunday.....What are you guys up to?  X
879294,1,Sentiment140,I have really sweet pets 
879421,0,Sentiment140,I have the biggest musquito bite ever 
879736,0,Sentiment140,"I'm Automysophobic, someone talk to me "
880023,0,Sentiment140,i'm boring~ at my office there is nothing to intersting 
880250,0,Sentiment140,"im def goin to run the treadmill when i get home, gotta get ridda this stress "
880394,1,Sentiment140,im eating cocopuffs and a pbnj samich 
880396,1,Sentiment140,I'm eating Fita Biscuit-crackers with Chicken sandwich spread and pickles.  love it!
880508,0,Sentiment140,I'm feeling a little under the weather   Not so fun
880900,1,Sentiment140,I'm getting closer to the splits 
881242,0,Sentiment140,@Jezriyah I can't even read entries from the office. 
881756,0,Sentiment140,"@jimmymarsh617 I heard nothing, wasn't there. Illinois is too far "
881966,1,Sentiment140,@jjarrel1 not being scholarly is a great feeling...trust me you won't miss it! 
882770,0,Sentiment140,I just can't stop thinking about what you told me ! 
882778,1,Sentiment140,I just caught a sneak peak of the New Moon trailor. Eek... 
883452,1,Sentiment140,I'm going to hand in my last essay of the semester! 
884621,0,Sentiment140,I know I just totally bombed my typing test. 
885936,0,Sentiment140,im hungry is ok if i eat jicama? haha with salsa and  spicy? jaja is late but i really wanna eat that 
886067,1,Sentiment140,I'm in LA trickkkk- beautiful night in Los angeles. So happy to be where I am 
886351,1,Sentiment140,"I'm in the office! Hahaha, first day of internship, I feel kind of nervous  Wish me luck!"
886456,0,Sentiment140,I wish I could fall back to sleep 
887107,1,Sentiment140,Im loving m.L  And hoping Liverpool buys someone good soon!
887437,1,Sentiment140,i'm not going to give any updates even though this is my only chance to use the computer today 
887634,0,Sentiment140,"im not that tired, nd im watching running scared. i dnt like this part... "
888054,1,Sentiment140,"I love Kris, I really do. But this proves what we all already knew. Adam is the real star. I mean, Young Hollywood Artist of the Year?! "
888249,1,Sentiment140,i love my new tattoo 
888491,1,Sentiment140,"I love the number of emails,texts,calls and DMs I'm getting asking if I'm nervous about #levywedding "
889137,0,Sentiment140,I miss Aaron..fuck it..I am saying his name on twitter  Cant wait till tuesday 
889841,0,Sentiment140,I miss the computer  im going to my bros house *CYrUs&amp;JiRouX*
890582,0,Sentiment140,@joethepeacock Caffeine withdrawal is HORRIBLE- I've been there. Hang in there.  Treat yourself to something else today!
890853,1,Sentiment140,"@John_Fogerty Hey, nice foto  My breakfast is 12 hours ago. Many greetings from Germany."
890950,1,Sentiment140,I'M OUT need to get ready for my guitar lesson 
891482,0,Sentiment140,I wish people were up this late so I could talk to them. My mind is a mess in a million different driections 
891941,0,Sentiment140,I woke up 3 hours too late .. 
892027,0,Sentiment140,"im realy exicting when he's online but as soon he's ofline, again "
892246,1,Sentiment140,"I won the battle in the end....after having been ganged up on, by a bunch of small pricks!!  Die brambles...Die "
892265,0,Sentiment140,I need a second monitor... I can't handle managing the windows with only one 
892781,0,Sentiment140,"I need some motivation in my life, oh and some love would be nice too "
892848,0,Sentiment140,"i?C.B+T.H|| Everyone is like, leaving "
892873,0,Sentiment140,i need support for my dream  ( acting)
892991,0,Sentiment140,Im scared  dont drag me to hell
893094,0,Sentiment140,I need to go to sleep early tonight. Super sad I can't see drp d3@d 
893814,0,Sentiment140,"I'm so exhausted! My brother's leaving tomorrow, I'm already missing him! "
894523,1,Sentiment140,@JonasAustralia ohh k kool thanks for the reply  are you guys in the finals??
894662,1,Sentiment140,i neeed to read new moon ahh!! @carlycassara steal me kay's copy and send it to me? k thanks 
894767,0,Sentiment140,"I now have to get ready for work, as opposed to watching the episodes of BSG s5 I didn't watch last night - how inconvenient "
895359,0,Sentiment140,im so sick...someone bring me soup 
895835,0,Sentiment140,"If I don't answer facebook messages that in reply to twitter/status updates, its because sometimes I can't. "
896240,0,Kaggle,I really hate Brokeback Mountain.
896986,1,Sentiment140,I'm still sipping wines with Archie and Howard 
897285,0,Sentiment140,im still up  lol
897314,0,Sentiment140,I'm stuck @ home with the flu. 
898018,0,Sentiment140,I sat on a snail. 
898984,0,Sentiment140,"Im up and awake finally, dont wanna b tho  xx"
899002,0,Sentiment140,I'm up early enough *sigh* you can say I didn't get any sleep  but it's okay I can work it
899637,1,Sentiment140,"@JonathanRKnight Aw..see that, right there is why we all ? you Jon!  Give your mamma a hug tomorrow! Much love ~ Jamie"
899640,0,Sentiment140,@JonathanRKnight awwe i wish i could go to every show on the summer tour  got any openings???
899697,1,Sentiment140,"@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  "
899995,0,Sentiment140,@jonk i still want that awesome harness but fear i won't use it enough to make it worth it. 
900140,1,Sentiment140,@jonthanjay hey kiddo - sorry to hear you are so sick today - hope you are feeling MUCH better very soon.  I have a 14 yr old son as well 
900300,1,Sentiment140,"@jordanknight Although, I am a nurse so I can help with that!  (((HUGS)))"
900633,0,Sentiment140,I'm craving wendys  fmllllllll I'm so hungry and we still have a fucking HOUR
900906,0,Sentiment140,Im exhausted but I can't stop watching The Unit  This one last episode and I will head to bed...
901055,0,Sentiment140,Im woke yet im so very tired 
901136,1,Sentiment140,I'm..listening music 
901234,0,Sentiment140,imy corey. transformers on sat  i'm a sucker for lovers.
901462,1,Sentiment140,In beyond leodis session at #bcleed09 - Should I keep quiet about PNS 
902042,1,Sentiment140,I'm feeling lazy today - I have a new moto - &quot;Never do today what can be put off until tomorrow&quot; - yep sounds good to  me   
902230,1,Sentiment140,i'm finally baaaack. 
902351,1,Sentiment140,I'm from the lou and i'm proud  #fb
902431,0,Sentiment140,in for the night i think. wish robo was in the mood to see a movie 
902662,0,Sentiment140,i take that back! it hurts 
903119,0,Sentiment140,i'm going to sleep 
903221,0,Sentiment140,Im going to work 
904678,0,Sentiment140,I think IÂ´ll go now not much going on in here! 
905017,0,Sentiment140,I think I'm getting sick  my throat hurts
905820,0,Sentiment140,I think it's time for some working out  P.S I'm everything else but sporty! xD
905970,1,Sentiment140,I think Kaleb and Journey get together to figure out ways to make the most noise possible.  It's hilarious how loud it is right now!
906089,1,Sentiment140,I'm more excited about Federer winning every grand slam officially than the grand prix!! Well done Rog!! What a legend 
906405,0,Sentiment140,is aghast at No 23's efforts to hang lace curtains! Obviously she was never taught the difference between metric &amp; imperial at school 
906516,0,Sentiment140,"i'm not in the mood  ap exams, pms, more PCD drama? i want to throw up"
906783,1,Sentiment140,I'm off to a party @ NY. 
906914,0,Sentiment140,I think the Tonight is now perfect!! It's like a &quot;SUPER Late Night&quot; now. My ONLY complaint is Andy's not on the couch! 
907341,0,Sentiment140,is at schooooooool - in english. Practice article analysis ftl 
907595,0,Sentiment140,I'm packing up my room  Sad times!
908118,1,Sentiment140,is baking waffles  â™¥
908498,0,Sentiment140,I'm really not looking forward to my parciales these upcoming weeks. I haven't studied anything or done any of the photos! 
908887,0,Sentiment140,I'm rele rele tired.  I'm standing outside in the cold at gentry.  
909168,1,Sentiment140,"is digging for victory, or for a new path "
909295,0,Sentiment140,is doing a french assignment..only french can make the three musketeers so boring 
909306,0,Sentiment140,im sad...today i just got my sons 1st bday stuff...my babys grown up fast... 
909692,0,Sentiment140,im sick of the rain.. I hope it will stop soon..!! For some strange reason i really feel like shopping but have nobody to go with..!!  xxx
909926,1,Sentiment140,"I'm sitting here listening to music, just loving life! "
909948,0,Sentiment140,"im sleepy , =/ .. i guess is cuz i just slept for 4 hours "
910325,0,Sentiment140,I want a really awesome vintage shirt that i saw.  it's so pretty.
910731,0,Sentiment140,I want Diet Butcher shoes   &lt;3
910780,1,Sentiment140,is finally happy 
911215,0,Sentiment140,Is getting ready for Jasmine graduation.... Not so fun when sick 
911265,0,Sentiment140,I want the new Jbreak already. I miss my old OS 
911433,1,Sentiment140,Is glad. You go through things and you get ova them.  life is good!
911712,1,Sentiment140,Is going to Castle Drogo for a walk with my father 
912139,1,Sentiment140,is hanging with adam. i've missed him. havent seen him in a while. but now is good. 
912408,1,Sentiment140,"@josephbrady OHHH, great point!  They actually just surfaced.  Everything is fine "
912821,1,Sentiment140,@Journeywoman Thank you M.E. 
913010,1,Sentiment140,@jpiasentin dude what the hell! didn't you understand it the first three times? 
913477,0,Sentiment140,I'm so getting capped this month. 5 Days in and I'm at 25% .. 
913919,0,Sentiment140,Is he my ex? Or probably still my bf? IDK 
914469,0,Sentiment140,I want to watch the Japan v Australia soccer match but I don't think it's on any channel in Toronto 
914735,0,Sentiment140,I was actually happy to see that leaders of both national were discussing one-one re eliminating terrorism. This editorial is a bummer 
914879,0,Sentiment140,"I was going to fix me another sandwich but, I just remember I ate all of the meat early and the bread. Now, I'm just here hungry. FML "
916086,1,Sentiment140,is just had the best game night ever 
916492,0,Sentiment140,@jtbritto So sorry to hear that 
916687,1,Sentiment140,@juddsimon Thanks for following yo ! Tell yo friends to follow @ayoEsteban 
917024,0,Sentiment140,is not feeling well....where is my doc... 
917314,0,Sentiment140,@juicyash. Its sucks! Like..I went to the hospital..&amp; he didnt even txt I call!! 
917789,1,Sentiment140,"@JunkExtreme hey  i got a sub domain hosted by someone. it's actually really easier then i thought. lol, keep inspiring me "
917986,0,Sentiment140,@JustBrad7500 Bum   I'm doing french :O :O :O :O x
918051,1,Sentiment140,@justicegaskarth That was cute too. 
918118,1,Sentiment140,"@justineville nawh, i'm good w/ whatever theme. i don't need it to be stylized. just need a place for when i'm inspired. "
918143,1,Sentiment140,@justiniiams Good morning! Is already 10:40 PM Saturday here. 
918356,0,Sentiment140,I'm thinking I may have to go buy a direct power mic...at least until I can figure out wut tha problem is wit the MI4 
918619,1,Sentiment140,"i'm tryinggg to look for a new myspace layout, but i just can't find one to satisfy my tastes...lol "
918698,0,Sentiment140,im up to 32 sneezes...this is not normal 
919362,1,Sentiment140,Is off to the local pub to meet the team then we have a pool match at 8pm  go the shovels inn pool team!!!!
919864,0,Sentiment140,"Is packing last minute bits for holiday, upset that Susan Boyle has been taken in ambulance to the priory, poor thing "
919866,0,Sentiment140,is packing up my apartment 
919902,0,Sentiment140,I wish my dad would get here. 
920025,1,Sentiment140,is playing playstation 3 home..hee.. 
920247,0,Sentiment140,is ready for this week... I guess 
920291,1,Sentiment140,is really excited about seeing Mark and baby David tonight!!! Yay for the cutest little munchkins in the world all gathering in one room 
920497,1,Sentiment140,"is rebuffing stupid, pedantic client requests with the help of an Google Analytics big statistical stick  "
920537,0,Sentiment140,"I woke up this morning and it's pissing down rain, I bet it's the same in Washington "
920900,0,Sentiment140,is seeing life go past by her.. and is wondering.. where is mines going? everyones getting married and iam here.. 
920985,0,Sentiment140,i wonder what that cute outfit is going to be...time to raid my closet. sigh. in two minutes my floor is going to be covered in clothes 
921289,0,Sentiment140,I. want. my. camera. Naowww! Mann why did I have to get the stupid super saver shipping 
921349,1,Sentiment140,ï¿½rbol is becoming my second favorite band 
921388,0,Sentiment140,Ian 'Eon - Spice' Loveday is dead: http://bit.ly/p9y76 http://bit.ly/xmxj7 sad news 
921391,0,Sentiment140,Ian kinsler has hit 2 HRs  He's my 2B.. He hit them off Wandy Rodriguez.... He's my only pitcher tonight 
921547,1,Sentiment140,"@JWASHMARKETING Aww thanks for the promotion!!! Gonna work on your logo tonight, so check your email later on.  "
921553,1,Sentiment140,"@jwehm Oh, you're welcome!  (I won't admit I thought of that story too I won't admit I thought of that story too I won't...) *coughs*"
921780,1,Sentiment140,@kadambariyer Dont forget the veg patty female! My vote is for that too 
922651,1,Sentiment140,@kaseypoteet but bound is better because of lesbians! 
922724,0,Sentiment140,is sitting in a very empty apartment 
922987,0,Sentiment140,is so very tired!  ..runnin some errands!
923034,0,Sentiment140,Is SOOO NOT cut out for this! 
923491,0,Sentiment140,Is testing updating my twitter from my cell phone ( no I haven't gotten out of bed yet  )
923585,1,Sentiment140,is thinking about getting n iphone .. shall i sharnt i?? help?? suggestions..... 
923923,0,Sentiment140,"If anyone attended the 8pm Star Trek @ Q.S. Mall in OKC last night, please accept my apologies. Massive allergy attack/coughing fit. "
924055,0,Sentiment140,"If I show up at the Mill tonight at ten, will other people be there so I can say goodbye in a suitably boozed up fashion? "
924358,1,Sentiment140,"if you need it, we have it!! all in one place  http://tinyurl.com/r7nbqe"
925469,1,Sentiment140,im watching sea patrol  spider swain nav xo ect.
925724,1,Sentiment140,is up early and enjoyingthe sunshine - having my breakfast outside 
926264,1,Sentiment140,is waiting for her man to get here for some luvin' 
926418,0,Sentiment140,Im at church...yes im STILL at church. I want to go home. 
926945,0,Sentiment140,is watching Howie Do It nalang on Youtube to keep herself away from hurting thoughts. 
927719,0,Sentiment140,is wondering how hard it is going to be to get an appointment at mayo. im sick of being sick 
927900,1,Sentiment140,"in reference to my application to whitewater, &quot;No To Do's.&quot;  "
927995,0,Sentiment140,in shock that I lost ANOTHER iphone. 
928006,0,Sentiment140,is working on her school  assignments. 
928018,0,Sentiment140,is working out... then taking and what not... going to jons going away party tonight!! 
928752,1,Sentiment140,@Katie_Traut it always freaks me out a bit to get FB invites from my parents' friends- what's their generation doing social networking? 
929270,0,Sentiment140,@kayeezzee YEA BUT THE FUNCTIONING CHEAD IS HERE NOW... 
930080,0,Sentiment140,I'm fasting for my blood test.  Normally I'd be thinking my post breakfast snack by then.  
930084,1,Sentiment140,I'm feelin aiden today!  on the bus now  Die romatic!!!
930115,1,Sentiment140,I'm feeling much better. Whole day of sleeping and eating. 
930231,0,Sentiment140,Im freaking out about my chemistry exam i feel like i dont no anything 
931142,0,Sentiment140,it really just got crazy  smh 
931889,1,Sentiment140,Italian food! Yaaayy! 
932299,1,Sentiment140,Is @ downtown now.  - http://tweet.sg
932476,0,Sentiment140,is a temperature of 37.5 bad? Hmmm 
932783,0,Sentiment140,I'm hardcore craving some Frosted Flakes 
933008,0,Sentiment140,I'm home for the night. I be a bit bored 
933208,0,Sentiment140,im ill 2day.    
933432,0,Sentiment140,It's almost 1am and I'm not that tired. 
934061,0,Sentiment140,I'm mad the Celtics lost.  I didn't think they'll go all the way this season anyway. Cavs now baby!
934069,1,Sentiment140,Im making a new vid! very emotional song 
934784,0,Sentiment140,it's hard to begin working after Easter holiday 
935346,1,Sentiment140,It's one of those &quot;High Tea at The Ritz&quot; days...woohoo!  I'll have an extra scone for my fellow tweeters 
935488,1,Sentiment140,It's raining and there is lightning. Epic night in store 
935513,0,Sentiment140,"It's raining like a mad man out here. And not the peacful, steady rain that I like, It's the scarey, dark, hard rain that freaks me out. "
936195,1,Sentiment140,it's time for a bike ride. let's go penguiners! 
936409,0,Sentiment140,itting in church... ugh. And hella tired.  lol.
936500,1,Sentiment140,i've been busy since yesterday. wasn't able to update. 
936545,0,Sentiment140,"I've been in this class for 2 hours now. Unfortunately, I have 3 hours to go "
937543,0,Sentiment140,I'm really tired. Waiting for Austin to come over. My internet isn't working really well. 
938177,0,Sentiment140,JB'S youtube is suspended???  What the hell?? Why.............  I wanted to show someone 'Single Ladies'
938325,0,Sentiment140,jeeeeeeeze i really want the ATL preorder package for Nothing Personal and no one will get it for me! *tear tear* 
938419,1,Sentiment140,Jennifer-I am still so full from all those salads. 
938846,1,Sentiment140,@Keda2009 Nice! You definitely have the gift!! Feel free to show your designs to me anytime 
938917,1,Sentiment140,@keeponrunning Think I ran too much too confused. Here is the correct award and you can keep the other too.  http://bit.ly/wDxHK
938966,0,Sentiment140,@keisha_buchanan ended up given alot of money to a tramp 
939590,0,Sentiment140,is back from the premier. i am sunburnt 
939775,1,Sentiment140,@kellydoo I think it'd be kinda cute 
939913,0,Sentiment140,"is boiling in the office, air con any1 ? "
939946,0,Sentiment140,Is bored at work. None of the computers work 
940547,0,Sentiment140,@kelseyprosser  gaaay english exam   it's guna be so hard to wake up lol i get up at 1 like everyday now :/ haha
940560,1,Sentiment140,@kelsfisher Hahaha at least your charging now 
941212,0,Sentiment140,is exhausted... Ang daming Lucid! Hindi ko maayos ung files agad...  http://plurk.com/p/1276d6
941799,1,Sentiment140,is going home now  woohooo! see you in Cavite ;)
942617,0,Sentiment140,is having a major soar throat. 
943035,1,Sentiment140,"is home from work..fed, showered, nd in bed.  Today was Great...my xy was on his P's and Q's"
943157,0,Sentiment140,I'm so hungry... 
943884,0,Sentiment140,Jus got done with legs and ate some chicken... gotta go to a wedding soon  lol
944720,0,Sentiment140,is losing my voice  http://plurk.com/p/127m2t
946048,0,Sentiment140,im soo hungry - can't wait 4 lunchtime. have been studying all day for exams next week 
946792,0,Sentiment140,Just come back from a lovely walk from the shops but now i have to start Chemistry revision 
946828,0,Sentiment140,just coughed up some swine flu... gonna go quarentine myself 
946944,0,Sentiment140,"im starting to hate - matchu: i felt that way a couple of weeks ago, itâ€™s sad  we should hate tumblr... http://tumblr.com/xlw1y9b3n"
946999,0,Sentiment140,Just died a little on the inside. 
947083,1,Sentiment140,Im still full from supper at China Buffet. MMMM it was so good. 
947136,1,Sentiment140,"Just downloaded tweetdeck , hopefully this will be the making of my twitter experience, fingers crossed "
947275,1,Sentiment140,Just drove from charleston to rock hill   goodnight world 
947589,1,Sentiment140,@KevinSpacey a wise decision on their part.  
948691,1,Sentiment140,im thinking... 
948917,0,Sentiment140,is really wanting some Poncho Villa ... but I have work and Poncho Villa is all the way in San Mateo 
949386,0,Sentiment140,I'm trying to play some basketball right now but noone's down 
949495,1,Sentiment140,just finished watching DragonBall Kai. Can't wait for the release of episode 8!  (dance) http://plurk.com/p/uicjt
949504,0,Sentiment140,just finished watching Hannah Montana the Movie and it's so sad  it ALMOST made me cry. and Travis is so CUTE!! lmao xD
949603,0,Sentiment140,"Is sad she's not able to attend the pens parade,   Going to the gym then into work. Boo"
949949,0,Sentiment140,is shopping and cleaning today!  Back to work tomorrow 
950245,1,Sentiment140,Is sleeping on catherines couch after a fun nite out in the city 
950385,0,Sentiment140,is so bored at work ahhhh !  stuck here till 10 ahhhh !
950431,1,Sentiment140,"is so glad the Theatre play is over. It went well, though. "
